# wrapper-substate writer hunt
# pattern: MOV [reg + 0xa0], <imm in [0, 1, 2, 3, 4, 5]>

## Pattern matches (MOV [reg + 0xa0], imm)

scanned 32079663 instructions

### imm = 0 (432 hits)
  141bf7399  FUN_141bf42a0  MOV dword ptr [RBX + 0xa0],0x2
  141bf9ccf  FUN_141bf7440  MOV dword ptr [RBX + 0xa0],0x2
  141bfee87  FUN_141bfbba0  MOV dword ptr [RBX + 0xa0],0x2
  141c00ca6  FUN_141bfef30  MOV dword ptr [RBX + 0xa0],0x2
  141c07cd1  FUN_141c04d80  MOV dword ptr [RBX + 0xa0],0x2
  141c09881  FUN_141c07ff0  MOV dword ptr [RBX + 0xa0],0x2
  141c0b986  FUN_141c09930  MOV dword ptr [RBX + 0xa0],0x2
  141c0faa6  FUN_141c0ba40  MOV dword ptr [RBX + 0xa0],0x2
  141c114bc  FUN_141c0fb50  MOV dword ptr [RBX + 0xa0],0x2
  141c14280  FUN_141c11570  MOV dword ptr [RBX + 0xa0],0x2
  141c14420  FUN_141c11570  MOV dword ptr [RBX + 0xa0],0x2
  141c145c0  FUN_141c11570  MOV dword ptr [RBX + 0xa0],0x2
  141c1a19a  FUN_141c17300  MOV dword ptr [RBX + 0xa0],0x2
  141c1cb67  FUN_141c1a250  MOV dword ptr [RBX + 0xa0],0x2
  141c21c50  FUN_141c1eb30  MOV dword ptr [RBX + 0xa0],0x2
  141c23a64  FUN_141c21d00  MOV dword ptr [RBX + 0xa0],0x2
  141c27411  FUN_141c25b80  MOV dword ptr [RBX + 0xa0],0x2
  141c2951d  FUN_141c274c0  MOV dword ptr [RBX + 0xa0],0x2
  141c2af9a  FUN_141c295d0  MOV dword ptr [RBX + 0xa0],0x2
  141c2c9cb  FUN_141c2b050  MOV dword ptr [RBX + 0xa0],0x2
  141c2e4ed  FUN_141c2ca80  MOV dword ptr [RBX + 0xa0],0x2
  141c33dce  FUN_141c31300  MOV dword ptr [RBX + 0xa0],0x2
  141c36822  FUN_141c33e80  MOV dword ptr [RBX + 0xa0],0x2
  141c3badf  FUN_141c38800  MOV dword ptr [RBX + 0xa0],0x2
  141c3d90d  FUN_141c3bb90  MOV dword ptr [RBX + 0xa0],0x2
  141c40581  FUN_141c3d9c0  MOV dword ptr [RBX + 0xa0],0x2
  141c43b91  FUN_141c40730  MOV dword ptr [RBX + 0xa0],0x2
  141c466c8  FUN_141c43c60  MOV dword ptr [RBX + 0xa0],0x2
  141c4912b  FUN_141c46880  MOV dword ptr [RBX + 0xa0],0x2
  141c494c0  FUN_141c46880  MOV dword ptr [RBX + 0xa0],0x2
  141c4c154  FUN_141c49570  MOV dword ptr [RBX + 0xa0],0x2
  141c4c2f2  FUN_141c49570  MOV dword ptr [RBX + 0xa0],0x2
  141c4c490  FUN_141c49570  MOV dword ptr [RBX + 0xa0],0x2
  141c4f425  FUN_141c4c560  MOV dword ptr [RBX + 0xa0],0x2
  141c5292c  FUN_141c4f730  MOV dword ptr [RBX + 0xa0],0x2
  141c555ca  FUN_141c529e0  MOV dword ptr [RBX + 0xa0],0x2
  141c58b6b  FUN_141c55690  MOV dword ptr [RBX + 0xa0],0x2
  141c5b89e  FUN_141c58c20  MOV dword ptr [RBX + 0xa0],0x2
  141c5ec15  FUN_141c5ba50  MOV dword ptr [RBX + 0xa0],0x2
  141c618a7  FUN_141c5ece0  MOV dword ptr [RBX + 0xa0],0x2
  141c61a3f  FUN_141c5ece0  MOV dword ptr [RBX + 0xa0],0x2
  141c61bd7  FUN_141c5ece0  MOV dword ptr [RBX + 0xa0],0x2
  141c683df  FUN_141c64f00  MOV dword ptr [RBX + 0xa0],0x2
  141c6b09f  FUN_141c684a0  MOV dword ptr [RBX + 0xa0],0x2
  141c6b1c3  FUN_141c684a0  MOV dword ptr [RBX + 0xa0],0x2
  141c6deac  FUN_141c6b370  MOV dword ptr [RBX + 0xa0],0x2
  141c73c4c  FUN_141c71160  MOV dword ptr [RBX + 0xa0],0x2
  141c7e8b1  FUN_141c7b720  MOV dword ptr [RBX + 0xa0],0x2
  141c806e5  FUN_141c7e970  MOV dword ptr [RBX + 0xa0],0x2
  141c83264  FUN_141c80790  MOV dword ptr [RBX + 0xa0],0x2
  141c833d9  FUN_141c80790  MOV dword ptr [RBX + 0xa0],0x2
  141c86776  FUN_141c837f0  MOV dword ptr [RBX + 0xa0],0x2
  141c882d4  FUN_141c86a90  MOV dword ptr [RBX + 0xa0],0x2
  141c8ac8f  FUN_141c88380  MOV dword ptr [RBX + 0xa0],0x2
  141c8d9f5  FUN_141c8ae50  MOV dword ptr [RBX + 0xa0],0x2
  141c91b68  FUN_141c90050  MOV dword ptr [RBX + 0xa0],0x2
  141c94790  FUN_141c91c20  MOV dword ptr [RBX + 0xa0],0x2
  141c9a815  FUN_141c975f0  MOV dword ptr [RBX + 0xa0],0x2
  141c9d36c  FUN_141c9a8c0  MOV dword ptr [RBX + 0xa0],0x2
  141c9f4c5  FUN_141c9d420  MOV dword ptr [RBX + 0xa0],0x2
  141ca0802  FUN_141c9f570  MOV dword ptr [RBX + 0xa0],0x2
  141ca63eb  FUN_141ca30d0  MOV dword ptr [RBX + 0xa0],0x2
  141ca86d3  FUN_141ca64b0  MOV dword ptr [RBX + 0xa0],0x2
  141cab223  FUN_141ca8780  MOV dword ptr [RBX + 0xa0],0x2
  141cab38e  FUN_141ca8780  MOV dword ptr [RBX + 0xa0],0x2
  141cae720  FUN_141cab7d0  MOV dword ptr [RBX + 0xa0],0x2
  141cb0174  FUN_141caea40  MOV dword ptr [RBX + 0xa0],0x2
  141cb2a9a  FUN_141cb0220  MOV dword ptr [RBX + 0xa0],0x2
  141cb2bed  FUN_141cb0220  MOV dword ptr [RBX + 0xa0],0x2
  141cb5a1d  FUN_141cb2ec0  MOV dword ptr [RBX + 0xa0],0x2
  141cb9a2c  FUN_141cb8080  MOV dword ptr [RBX + 0xa0],0x2
  141cbc833  FUN_141cb9ae0  MOV dword ptr [RBX + 0xa0],0x2
  141cc242a  FUN_141cbf5a0  MOV dword ptr [RBX + 0xa0],0x2
  141cc4ee6  FUN_141cc24d0  MOV dword ptr [RBX + 0xa0],0x2
  141cc61a7  FUN_141cc4f90  MOV dword ptr [RBX + 0xa0],0x2
  141ccb6b9  FUN_141cc8160  MOV dword ptr [RBX + 0xa0],0x2
  141ccdac6  FUN_141ccb780  MOV dword ptr [RBX + 0xa0],0x2
  141cd04f6  FUN_141ccdb70  MOV dword ptr [RBX + 0xa0],0x2
  141cd065b  FUN_141ccdb70  MOV dword ptr [RBX + 0xa0],0x2
  141cd09df  FUN_141ccdb70  MOV dword ptr [RBX + 0xa0],0x2
  141cd3650  FUN_141cd0a90  MOV dword ptr [RBX + 0xa0],0x2
  141cd4f40  FUN_141cd3700  MOV dword ptr [RBX + 0xa0],0x2
  141cd77f5  FUN_141cd4ff0  MOV dword ptr [RBX + 0xa0],0x2
  141cda516  FUN_141cd79b0  MOV dword ptr [RBX + 0xa0],0x2
  141cda656  FUN_141cd79b0  MOV dword ptr [RBX + 0xa0],0x2
  141cda79c  FUN_141cd79b0  MOV dword ptr [RBX + 0xa0],0x2
  141cde9ce  FUN_141cdd020  MOV dword ptr [RBX + 0xa0],0x2
  141ce0875  FUN_141cdea80  MOV dword ptr [RBX + 0xa0],0x2
  141ce5f0f  FUN_141ce3570  MOV dword ptr [RBX + 0xa0],0x2
  141ce9551  FUN_141ce5fc0  MOV dword ptr [RBX + 0xa0],0x2
  141cec91c  FUN_141ce95f0  MOV dword ptr [RBX + 0xa0],0x2
  141cef688  FUN_141cec9d0  MOV dword ptr [RBX + 0xa0],0x2
  141cf83ec  FUN_141cf74b0  MOV dword ptr [RBX + 0xa0],0x2
  141d020f9  FUN_141d006b0  MOV dword ptr [RBX + 0xa0],0x2
  141d03945  FUN_141d021b0  MOV dword ptr [RBX + 0xa0],0x2
  141d0551f  FUN_141d03ce0  MOV dword ptr [RBX + 0xa0],0x2
  141d07185  FUN_141d059f0  MOV dword ptr [RBX + 0xa0],0x2
  141d08b33  FUN_141d07520  MOV dword ptr [RBX + 0xa0],0x2
  141d08c81  FUN_141d07520  MOV dword ptr [RBX + 0xa0],0x2
  141d0a4c5  FUN_141d08d30  MOV dword ptr [RBX + 0xa0],0x2
  141d0d987  FUN_141d0bb40  MOV dword ptr [RBX + 0xa0],0x2
  141d0dac5  FUN_141d0bb40  MOV dword ptr [RBX + 0xa0],0x2
  141d0dc07  FUN_141d0bb40  MOV dword ptr [RBX + 0xa0],0x2
  141d1786e  FUN_141d14ab0  MOV dword ptr [RBX + 0xa0],0x2
  141d179cf  FUN_141d14ab0  MOV dword ptr [RBX + 0xa0],0x2
  141d17b28  FUN_141d14ab0  MOV dword ptr [RBX + 0xa0],0x2
  141d1a102  FUN_141d17be0  MOV dword ptr [RBX + 0xa0],0x2
  141d1a265  FUN_141d17be0  MOV dword ptr [RBX + 0xa0],0x2
  141d1a3be  FUN_141d17be0  MOV dword ptr [RBX + 0xa0],0x2
  141d1c1c5  FUN_141d1a480  MOV dword ptr [RBX + 0xa0],0x2
  141d1c313  FUN_141d1a480  MOV dword ptr [RBX + 0xa0],0x2
  141d20471  FUN_141d1ef10  MOV dword ptr [RBX + 0xa0],0x2
  141d2271a  FUN_141d20610  MOV dword ptr [RBX + 0xa0],0x2
  141d2286f  FUN_141d20610  MOV dword ptr [RBX + 0xa0],0x2
  141d24200  FUN_141d22930  MOV dword ptr [RBX + 0xa0],0x2
  141d25157  FUN_141d242c0  MOV dword ptr [RBX + 0xa0],0x2
  141d27dfa  FUN_141d26890  MOV dword ptr [RBX + 0xa0],0x2
  141d2ea05  FUN_141d2d4a0  MOV dword ptr [RBX + 0xa0],0x2
  141d317b9  FUN_141d30420  MOV dword ptr [RBX + 0xa0],0x2
  141d3320b  FUN_141d31870  MOV dword ptr [RBX + 0xa0],0x2
  141d3998e  FUN_141d36590  MOV dword ptr [RBX + 0xa0],0x2
  141d39b10  FUN_141d36590  MOV dword ptr [RBX + 0xa0],0x2
  141d3b95b  FUN_141d3a420  MOV dword ptr [RBX + 0xa0],0x2
  141d3cf3b  FUN_141d3ba10  MOV dword ptr [RBX + 0xa0],0x2
  141d3e52f  FUN_141d3cff0  MOV dword ptr [RBX + 0xa0],0x2
  141d3fa90  FUN_141d3e5e0  MOV dword ptr [RBX + 0xa0],0x2
  141d412d5  FUN_141d3fb50  MOV dword ptr [RBX + 0xa0],0x2
  141d42986  FUN_141d41380  MOV dword ptr [RBX + 0xa0],0x2
  141e0f431  FUN_141e0e3a0  MOV dword ptr [RBX + 0xa0],0x2
  141fc3ece  FUN_141fc3b40  MOV dword ptr [RBX + 0xa0],0x2
  141fc4025  FUN_141fc3b40  MOV dword ptr [RBX + 0xa0],0x2
  141fc417c  FUN_141fc3b40  MOV dword ptr [RBX + 0xa0],0x2
  141fc42d3  FUN_141fc3b40  MOV dword ptr [RBX + 0xa0],0x2
  141fc442a  FUN_141fc3b40  MOV dword ptr [RBX + 0xa0],0x2
  141fd37dd  FUN_141fd3510  MOV dword ptr [RBX + 0xa0],0x2
  141fd3f76  FUN_141fd3510  MOV dword ptr [RBX + 0xa0],0x2
  141fd40bf  FUN_141fd3510  MOV dword ptr [RBX + 0xa0],0x2
  141fd6850  FUN_141fd65b0  MOV dword ptr [RBX + 0xa0],0x2
  1420ddcd0  FUN_1420dbc70  MOV dword ptr [RBX + 0xa0],0x2
  14237a190  FUN_142378b60  MOV dword ptr [RBX + 0xa0],0x2
  14237ba73  FUN_14237a440  MOV dword ptr [RBX + 0xa0],0x2
  14237d363  FUN_14237bd30  MOV dword ptr [RBX + 0xa0],0x2
  14237ec53  FUN_14237d620  MOV dword ptr [RBX + 0xa0],0x2
  142387554  FUN_1423869c0  MOV dword ptr [RBX + 0xa0],0x2
  142d97211  FUN_142d97010  MOV dword ptr [R14 + 0xa0],0x2
  14308e074  FUN_14308e020  MOV byte ptr [RBX + 0xa0],0x2
  1435164f1  FUN_1435163c0  MOV qword ptr [R14 + 0xa0],0x2
  143855836  FUN_143854890  MOV qword ptr [RBP + 0xa0],0x2
  143ea60a9  FUN_143ea5fe0  MOV byte ptr [RDI + 0xa0],0x2
  145a87170  FUN_145a87010  MOV dword ptr [R14 + 0xa0],0x2
  1461b7f02  FUN_1461b7400  MOV dword ptr [RBP + 0xa0],0x2
  1466fe299  FUN_1466fe170  MOV qword ptr [R14 + 0xa0],0x2
  147931cc4  FUN_147931920  MOV dword ptr [RSP + 0xa0],0x2
  147aa1b5e  FUN_147aa1ad0  MOV dword ptr [RBX + 0xa0],0x2

### imm = 3 (61 hits)
  14076405d  FUN_140763c90  MOV dword ptr [RBP + 0xa0],0x3
  140f7f7b8  FUN_140f7f6c0  MOV dword ptr [RSP + 0xa0],0x3
  1413e8e9a  FUN_1413e8980  MOV dword ptr [RBP + 0xa0],0x3
  14179f444  FUN_14179f3f0  MOV dword ptr [RBP + 0xa0],0x3
  14198a04d  FUN_141987850  MOV dword ptr [RBX + 0xa0],0x3
  141993e2e  FUN_141991530  MOV dword ptr [RBX + 0xa0],0x3
  141998124  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  14199827c  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  1419983cb  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  14199851c  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  14199865f  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  1419987a5  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  1419988e9  FUN_141994680  MOV dword ptr [RBX + 0xa0],0x3
  141a3e572  FUN_141a3ae00  MOV dword ptr [RBX + 0xa0],0x3
  141a3e6d8  FUN_141a3ae00  MOV dword ptr [RBX + 0xa0],0x3
  141a46d80  FUN_141a44640  MOV dword ptr [RBX + 0xa0],0x3
  141a46ee7  FUN_141a44640  MOV dword ptr [RBX + 0xa0],0x3
  141b1f444  FUN_141b1e310  MOV dword ptr [RBX + 0xa0],0x3
  141b205f5  FUN_141b1e310  MOV dword ptr [RBX + 0xa0],0x3
  141b28e3b  FUN_141b27970  MOV dword ptr [RBX + 0xa0],0x3
  141b2aa7e  FUN_141b292a0  MOV dword ptr [RBX + 0xa0],0x3
  141b2c6f9  FUN_141b2aef0  MOV dword ptr [RBX + 0xa0],0x3
  141b2f04a  FUN_141b2e390  MOV dword ptr [RBX + 0xa0],0x3
  141b44421  FUN_141b41a80  MOV dword ptr [RBX + 0xa0],0x3
  141b4ebb4  FUN_141b4d6e0  MOV dword ptr [RBX + 0xa0],0x3
  141b5aa12  FUN_141b58a80  MOV dword ptr [RBX + 0xa0],0x3
  141b6e0b5  FUN_141b6b9a0  MOV dword ptr [RBX + 0xa0],0x3
  141bb2d0c  FUN_141bb08a0  MOV dword ptr [RBX + 0xa0],0x3
  141bb59d9  FUN_141bb35b0  MOV dword ptr [RBX + 0xa0],0x3
  141bdabd4  FUN_141bd9090  MOV dword ptr [RBX + 0xa0],0x3
  141be5817  FUN_141be3050  MOV dword ptr [RBX + 0xa0],0x3
  141bf4201  FUN_141bf1540  MOV dword ptr [RBX + 0xa0],0x3
  141bfb8bc  FUN_141bf9d80  MOV dword ptr [RBX + 0xa0],0x3
  141c07619  FUN_141c04d80  MOV dword ptr [RBX + 0xa0],0x3
  141c17262  FUN_141c146a0  MOV dword ptr [RBX + 0xa0],0x3
  141c1e856  FUN_141c1cd30  MOV dword ptr [RBX + 0xa0],0x3
  141c3125b  FUN_141c2e5b0  MOV dword ptr [RBX + 0xa0],0x3
  141c38521  FUN_141c369e0  MOV dword ptr [RBX + 0xa0],0x3
  141c4356b  FUN_141c40730  MOV dword ptr [RBX + 0xa0],0x3
  141c5e775  FUN_141c5ba50  MOV dword ptr [RBX + 0xa0],0x3
  141c64bf8  FUN_141c61cb0  MOV dword ptr [RBX + 0xa0],0x3
  141c70e54  FUN_141c6df70  MOV dword ptr [RBX + 0xa0],0x3
  141c7b43c  FUN_141c79d50  MOV dword ptr [RBX + 0xa0],0x3
  141c85fb1  FUN_141c837f0  MOV dword ptr [RBX + 0xa0],0x3
  141c94904  FUN_141c91c20  MOV dword ptr [RBX + 0xa0],0x3
  141c97543  FUN_141c949a0  MOV dword ptr [RBX + 0xa0],0x3
  141ca2de6  FUN_141ca1360  MOV dword ptr [RBX + 0xa0],0x3
  141cab4e6  FUN_141ca8780  MOV dword ptr [RBX + 0xa0],0x3
  141cae067  FUN_141cab7d0  MOV dword ptr [RBX + 0xa0],0x3
  141cbc997  FUN_141cb9ae0  MOV dword ptr [RBX + 0xa0],0x3
  141cbf502  FUN_141cbca40  MOV dword ptr [RBX + 0xa0],0x3
  141cc7e54  FUN_141cc6260  MOV dword ptr [RBX + 0xa0],0x3
  141ce34cd  FUN_141ce0930  MOV dword ptr [RBX + 0xa0],0x3
  141fef141  FUN_141fee780  MOV dword ptr [RBX + 0xa0],0x3
  142d876ca  FUN_142d87060  MOV dword ptr [RSI + 0xa0],0x3
  142d88335  FUN_142d87bd0  MOV dword ptr [R13 + 0xa0],0x3
  142d95edc  FUN_142d95d80  MOV dword ptr [RDI + 0xa0],0x3
  14308b53d  FUN_14308b3a0  MOV byte ptr [RBX + 0xa0],0x3
  14308da08  FUN_14308d6b0  MOV byte ptr [RBX + 0xa0],0x3
  14308de58  FUN_14308ddd0  MOV byte ptr [RBX + 0xa0],0x3
  145dd9a58  FUN_145dd9960  MOV dword ptr [RSP + 0xa0],0x3

### imm = 4 (23 hits)
  140866c41  FUN_140866b10  MOV qword ptr [R14 + 0xa0],0x4
  141a4d5d9  FUN_141a4aef0  MOV dword ptr [RBX + 0xa0],0x4
  141b37ded  FUN_141b37390  MOV dword ptr [RBX + 0xa0],0x4
  141b3b7b3  FUN_141b3ab90  MOV dword ptr [RBX + 0xa0],0x4
  142767f72  FUN_142767e40  MOV qword ptr [RBX + 0xa0],0x4
  142d33ac1  FUN_142d33990  MOV qword ptr [R14 + 0xa0],0x4
  142d70f51  FUN_142d70e20  MOV qword ptr [R14 + 0xa0],0x4
  14302d641  FUN_14302d510  MOV qword ptr [R14 + 0xa0],0x4
  1431ae96b  FUN_1431ae850  MOV qword ptr [RBX + 0xa0],0x4
  1431b33b1  FUN_1431b3280  MOV qword ptr [R14 + 0xa0],0x4
  14329baf1  FUN_14329b9c0  MOV qword ptr [R14 + 0xa0],0x4
  143842921  FUN_1438427f0  MOV qword ptr [R14 + 0xa0],0x4
  143895621  FUN_1438954f0  MOV qword ptr [R14 + 0xa0],0x4
  143d3a871  FUN_143d3a740  MOV qword ptr [R14 + 0xa0],0x4
  144577621  FUN_1445774f0  MOV qword ptr [R14 + 0xa0],0x4
  144577881  FUN_144577750  MOV qword ptr [R14 + 0xa0],0x4
  145b93942  FUN_145b93810  MOV qword ptr [RBX + 0xa0],0x4
  145ba4551  FUN_145ba4420  MOV qword ptr [R14 + 0xa0],0x4
  145ba4c71  FUN_145ba4b40  MOV qword ptr [R14 + 0xa0],0x4
  145ba5f71  FUN_145ba5e40  MOV qword ptr [R14 + 0xa0],0x4
  145ba61c9  FUN_145ba60a0  MOV qword ptr [R14 + 0xa0],0x4
  1469c6221  FUN_1469c60f0  MOV qword ptr [R14 + 0xa0],0x4
  146d90139  FUN_146d90020  MOV dword ptr [RBX + 0xa0],0x4

### imm = 5 (7 hits)
  14271ea24  FUN_14271e9d0  MOV dword ptr [RBX + 0xa0],0x5
  14276e5d8  FUN_14276e500  MOV dword ptr [RDI + 0xa0],0x5
  1429428a0  ?  MOV dword ptr [RCX + 0xa0],0x5
  142d2398a  FUN_142d23960  MOV dword ptr [RCX + 0xa0],0x5
  145c37a92  FUN_145c37740  MOV qword ptr [RBP + 0xa0],0x5
  14687c4ab  FUN_14687c3e0  MOV qword ptr [RBP + 0xa0],0x5
  147ae34e4  FUN_147ae3410  MOV qword ptr [RBP + 0xa0],0x5

### imm = other small const (1083 hits, capped at 30)
  imm=15 14028efc2  FUN_14028ed40  MOV qword ptr [RBP + 0xa0],0xf
  imm=15 140290502  FUN_140290280  MOV qword ptr [RBP + 0xa0],0xf
  imm=15 1402b9ea5  FUN_1402b9e40  MOV qword ptr [RCX + 0xa0],0xf
  imm=15 1402bac27  FUN_1402ba900  MOV qword ptr [RBX + 0xa0],0xf
  imm=8 1402c8fae  FUN_1402c8e20  MOV qword ptr [RBP + 0xa0],0x8
  imm=24 1402c9477  FUN_1402c8e20  MOV qword ptr [RBP + 0xa0],0x18
  imm=32 1402c99c0  FUN_1402c8e20  MOV qword ptr [RBP + 0xa0],0x20
  imm=15 14054abc5  FUN_14054ab30  MOV qword ptr [RBX + 0xa0],0xf
  imm=257 1405ed25c  FUN_1405ed0f0  MOV word ptr [RBP + 0xa0],0x101
  imm=10 14069bcbc  FUN_14069bbd0  MOV byte ptr [RBP + 0xa0],0xa
  imm=1084227584 1406edd6e  FUN_1406edce0  MOV dword ptr [RSP + 0xa0],0x40a00000
  imm=15 14070bef0  FUN_14070af90  MOV qword ptr [RBP + 0xa0],0xf
  imm=1065353216 14076ddd5  FUN_14076dd50  MOV dword ptr [RSP + 0xa0],0x3f800000
  imm=15 1408499c2  FUN_1408494a0  MOV qword ptr [RDI + 0xa0],0xf
  imm=7 1408c4bae  FUN_1408c4170  MOV qword ptr [RBP + 0xa0],0x7
  imm=1065353216 1408d54f3  FUN_1408d5460  MOV dword ptr [RBX + 0xa0],0x3f800000
  imm=1114636288 1408f6d7e  FUN_1408f6c20  MOV dword ptr [RAX + 0xa0],0x42700000
  imm=40 140af238e  FUN_140af2280  MOV qword ptr [RDI + 0xa0],0x28
  imm=40 140af2512  FUN_140af23f0  MOV qword ptr [RDI + 0xa0],0x28
  imm=48 140af26a2  FUN_140af2580  MOV qword ptr [RDI + 0xa0],0x30
  imm=1024 140b0d482  FUN_140b0d3f0  MOV dword ptr [RBX + 0xa0],0x400
  imm=1061158912 140b113a9  FUN_140b112e0  MOV dword ptr [RBX + 0xa0],0x3f400000
  imm=1065353216 140b21a3e  FUN_140b219b0  MOV qword ptr [RBX + 0xa0],0x3f800000
  imm=1065353216 140b21f0e  FUN_140b21e80  MOV qword ptr [RBX + 0xa0],0x3f800000
  imm=1024 140b237cc  FUN_140b23350  MOV qword ptr [RBX + 0xa0],0x400
  imm=1065353216 140c97b5a  FUN_140c97790  MOV dword ptr [RBP + 0xa0],0x3f800000
  imm=15 140d7a8e2  FUN_140d7a420  MOV qword ptr [RBP + 0xa0],0xf
  imm=15 140dcc972  FUN_140dcc8e0  MOV qword ptr [RBX + 0xa0],0xf
  imm=15 140dccadd  FUN_140dcca60  MOV qword ptr [RCX + 0xa0],0xf
  imm=15 140dce3c0  FUN_140dce340  MOV qword ptr [RBX + 0xa0],0xf

## Callers of FUN_1402a1750 (returns &wrapper.substate)

found 3 call sites
  call from 1426eb183 in FUN_1426eb150 @ 1426eb150
  call from 1426edb39 in FUN_1426edaa0 @ 1426edaa0
  call from 14644a9c1 in FUN_14644a070 @ 14644a070

# end
